branch,sha,committed_at,subject,behind_main,ahead_main,unique_commits,pr_disposition,pr_number,pr_url,proposed_action,cleanup_status
feat/panel-movil-operacion-real-20260824,e795802f190eda95659910dd308bb1615cc74ad7,2026-08-24T20:20:03+02:00,Merge main into Panel móvil · cierre de smoke real,854,16,13,merged_exact_tip,323,https://github.com/nachosanchezperez-ux/base-cofrade/pull/323,candidate_for_authorized_cleanup,deleted
feat/panel-paridad-creacion-20260827,2b56c6f71f3574a778b1df41aabc1d8a01c69428,2026-08-27T08:59:33+02:00,Actualiza la barrera de la paleta a la fuente canónica,757,20,19,closed_unmerged_exact_tip,383,https://github.com/nachosanchezperez-ux/base-cofrade/pull/383,preserve_unique_work,preserved
feat/panel-portadas-entidades,a3ab9428d8317ac9fe3fcafa445ee16b923f1da7,2026-08-22T02:58:03+02:00,Sincroniza portadas de Imágenes con main actual,1209,1,1,closed_unmerged_exact_tip,137,https://github.com/nachosanchezperez-ux/base-cofrade/pull/137,preserve_unique_work,preserved
feat/panel-recuperar-contrasena,344caf10dd78fbf8d01107a511fa29fbac9cb5b8,2026-08-22T01:33:21+02:00,Evita enumeración de cuentas en recuperación,1245,12,12,merged_exact_tip,140,https://github.com/nachosanchezperez-ux/base-cofrade/pull/140,candidate_for_authorized_cleanup,deleted
feat/pastora-escudo-bandas,395a5d0b4e6602f1efb69a079f6ad24a6c181016,2026-08-21T11:18:03+02:00,Añade el escudo de la Pastora de Cantillana,1316,2,2,merged_exact_tip,107,https://github.com/nachosanchezperez-ux/base-cofrade/pull/107,candidate_for_authorized_cleanup,deleted
feat/pastora-ficha-visual-20260824,a5591231256235a53282c323219fafe846c5ae1c,2026-08-24T02:29:24+02:00,Protege el contrato de subida rápida y cult_media,897,24,24,merged_exact_tip,312,https://github.com/nachosanchezperez-ux/base-cofrade/pull/312,candidate_for_authorized_cleanup,deleted
feat/pastora-guia-retransmision-20260824,75efa20fbdabde4cbae6f11e155f41272c404da7,2026-08-24T01:49:44+02:00,Amplía la regresión de la ficha televisiva,897,9,9,merged_exact_tip,309,https://github.com/nachosanchezperez-ux/base-cofrade/pull/309,candidate_for_authorized_cleanup,deleted
feat/pastora-simpecados-musica-20260824,f01af97f49c84e90208632372ecfa3ce926f07c9,2026-08-24T02:22:16+02:00,Reconciliación #313 con main y media abierta,895,15,14,merged_exact_tip,313,https://github.com/nachosanchezperez-ux/base-cofrade/pull/313,candidate_for_authorized_cleanup,deleted
feat/patrimonio-musical-baratillo,4363363aa5ae7e9a12136bca26ea050e9a51ed72,2026-08-21T10:33:57+02:00,Hace descubrible el patrimonio musical en la navegación,1322,6,5,merged_exact_tip,103,https://github.com/nachosanchezperez-ux/base-cofrade/pull/103,candidate_for_authorized_cleanup,deleted
feat/patrimonio-musical-carmen-baratillo,393cec24d78f50be8f29a238db2a4c147e2403ed,2026-08-21T11:27:53+02:00,Da contexto visual a la banda de palio,1315,3,3,merged_exact_tip,108,https://github.com/nachosanchezperez-ux/base-cofrade/pull/108,candidate_for_authorized_cleanup,deleted
feat/patrimonio-musical-san-benito,1d4d4b4cbed67811617d3b8736e9dec166bfe20a,2026-08-21T16:40:56+02:00,Registra enlaces seguros con discografías,1304,5,5,merged_exact_tip,120,https://github.com/nachosanchezperez-ux/base-cofrade/pull/120,candidate_for_authorized_cleanup,deleted
feat/portada-subida-directa-cabecera,5009ad79d74c6e8f78c63a03e724edf69ceb58c0,2026-09-04T01:26:08+02:00,Blinda la subida directa de portada,242,4,4,merged_exact_tip,586,https://github.com/nachosanchezperez-ux/base-cofrade/pull/586,candidate_for_authorized_cleanup,deleted
feat/procession-route-viewer-20260825-v2,fed2132cd17a6b6dc235e4ffc57db7a3f6e263ab,2026-08-25T13:27:39+02:00,Reconstruir #345 sobre main sin perder Hero V2,818,30,28,merged_exact_tip,345,https://github.com/nachosanchezperez-ux/base-cofrade/pull/345,candidate_for_authorized_cleanup,deleted
feat/public-client-brotherhood-page-phase-a,534a203900b682c73beff90b04bcd4a98853e391,2026-08-23T13:04:08+02:00,Documenta autoridad pública de Hermandades,985,2,2,merged_exact_tip,214,https://github.com/nachosanchezperez-ux/base-cofrade/pull/214,candidate_for_authorized_cleanup,deleted
feat/public-client-entity-pages-phase-a,3129d28c8050426c74a698b74fc907540cc5b5b8,2026-08-22T15:04:17+02:00,Documenta la migración segura de Imagen y Paso,1164,2,2,merged_exact_tip,199,https://github.com/nachosanchezperez-ux/base-cofrade/pull/199,candidate_for_authorized_cleanup,deleted
feat/san-benito-capilla-coplas,172cba8bcc1dda5d49bbe82d25ae65f2b8afb53b,2026-08-21T19:06:48+02:00,Versiona capilla y coplas de San Benito,1287,3,3,merged_exact_tip,128,https://github.com/nachosanchezperez-ux/base-cofrade/pull/128,candidate_for_authorized_cleanup,deleted
feat/segmenta-patrimonio-musical-estilos-20260824,fcdaa541fec53b9af66a8b92dc9d6d1ebd8468f1,2026-08-24T15:32:17+02:00,Protege la segmentación del patrimonio musical,858,3,3,merged_exact_tip,333,https://github.com/nachosanchezperez-ux/base-cofrade/pull/333,candidate_for_authorized_cleanup,deleted
feat/seo-tecnico-metadata-20260822,722a9f0cf927224418913f39f5f1b4e95b0335b3,2026-08-22T02:00:18+02:00,Añade metadata social a Colabora,1229,5,5,merged_exact_tip,148,https://github.com/nachosanchezperez-ux/base-cofrade/pull/148,candidate_for_authorized_cleanup,deleted
feat/supabase-public-client-band-detail,29bdcdb2d7438480e23c80bc48defab791d3154f,2026-08-22T10:54:12+02:00,Documenta auditoría RLS de la ficha de Banda,1204,2,2,merged_exact_tip,169,https://github.com/nachosanchezperez-ux/base-cofrade/pull/169,candidate_for_authorized_cleanup,deleted
feat/supabase-public-client-phase-a,7ba00ac957ab694bce8d6c9bbeb37f5301a138cc,2026-08-22T02:41:40+02:00,Sincroniza Fase A con main,1215,6,5,merged_exact_tip,152,https://github.com/nachosanchezperez-ux/base-cofrade/pull/152,candidate_for_authorized_cleanup,deleted
feat/via-crucis-cofradias-module,3245cf4e6528eb0e617769317a7cc7841257099a,2026-09-04T16:19:56+02:00,Blinda el módulo relacional de Vía Crucis institucional,218,5,5,merged_exact_tip,594,https://github.com/nachosanchezperez-ux/base-cofrade/pull/594,candidate_for_authorized_cleanup,deleted
feat/wikimedia-media-attribution-20260823,e86e906e2ce377f4025d8f61729dede709ac36d4,2026-08-23T22:16:12+02:00,Añade regresión para licencias y créditos de media,928,5,5,merged_exact_tip,282,https://github.com/nachosanchezperez-ux/base-cofrade/pull/282,candidate_for_authorized_cleanup,deleted
fix/agentes-public-authority-20260823,32cf23a95fba59400118bb15d9a12149fcffa8c6,2026-08-23T23:23:46+02:00,test(agents): guard final public relation hardening,922,6,6,merged_pr_branch_moved,287,https://github.com/nachosanchezperez-ux/base-cofrade/pull/287,preserve_unique_work,preserved
fix/agentes-public-authority-reconcile-20260823,c2ebea194bb5e7d838e0a5cdb5e35326b330bad0,2026-08-23T23:25:43+02:00,test(agents): guard final public relation hardening,921,2,2,closed_unmerged_exact_tip,290,https://github.com/nachosanchezperez-ux/base-cofrade/pull/290,preserve_unique_work,preserved
fix/audita-ficha-la-paz,47533688bdc1e9c953ae63735ab0690966c6b7ff,2026-09-04T16:47:50+02:00,Blinda la regresión de contraste del hábito,216,2,2,merged_exact_tip,596,https://github.com/nachosanchezperez-ux/base-cofrade/pull/596,candidate_for_authorized_cleanup,deleted
fix/band-nav-palette-20260831,36e76afab484ce9568cd6ada6a4e9dfc5a5dbc3d,2026-08-31T17:18:45+02:00,test: blinda la paleta del menu de bandas,465,2,2,merged_exact_tip,463,https://github.com/nachosanchezperez-ux/base-cofrade/pull/463,candidate_for_authorized_cleanup,deleted
fix/band-social-link-duplicate-20260827,9fd399646d8d7889909cd214e99ae340c137afd5,2026-08-27T08:03:31+02:00,Añade regresión para enlaces duplicados,762,2,2,merged_exact_tip,379,https://github.com/nachosanchezperez-ux/base-cofrade/pull/379,candidate_for_authorized_cleanup,deleted
fix/bandas-clasifica-salidas-20260828,8d2309b44d7f7c1fdc5add2daaaa62505f023072,2026-08-28T08:44:21+02:00,Adapta la paridad al cargador público dividido de Bandas,677,2,2,merged_exact_tip,402,https://github.com/nachosanchezperez-ux/base-cofrade/pull/402,candidate_for_authorized_cleanup,deleted
fix/bandas-directorio-escudos-normalizados,5494a90868dac185f14cf453e7a6e201f2f5cf2b,2026-09-06T01:26:25+02:00,Afina la regresión para detectar excepciones por slug,99,4,4,merged_exact_tip,652,https://github.com/nachosanchezperez-ux/base-cofrade/pull/652,candidate_for_authorized_cleanup,deleted
fix/bandas-logos-puebla-tejera-sin-fondo,db45b024c2173534bf391dc1f3dc96b3e1e3880a,2026-08-21T18:58:04+02:00,Usa versiones transparentes de La Puebla y Tejera,1297,4,4,merged_exact_tip,125,https://github.com/nachosanchezperez-ux/base-cofrade/pull/125,candidate_for_authorized_cleanup,deleted
fix/buscador-global-portal-20260824,2f8cec76b0b5cd746082a19f8161cc902befa692,2026-08-24T17:06:46+02:00,Añade barrera para montar el buscador fuera de la cabecera,855,2,2,merged_exact_tip,336,https://github.com/nachosanchezperez-ux/base-cofrade/pull/336,candidate_for_authorized_cleanup,deleted
fix/cierra-smoke-estructura-publica-20260824,d6867a7cf7e3df1e8bda684e3bd9e94899c22475,2026-08-24T00:37:35+02:00,Activa la corrección del smoke desde la PR,916,2,2,closed_pr_branch_moved,297,https://github.com/nachosanchezperez-ux/base-cofrade/pull/297,preserve_unique_work,preserved
fix/cigarreras-banda-musica-acompanamientos,69ac4b920691c6e1a1eb4ffaa472fae97c1af92a,2026-09-06T12:00:58+02:00,Protege la asignación de Sastres y la Luz a la Banda de Música,92,2,2,merged_exact_tip,660,https://github.com/nachosanchezperez-ux/base-cofrade/pull/660,candidate_for_authorized_cleanup,deleted
fix/cultos-calendario-neutro,b2c6469a283f7f603a14ff719a15bb6261fe34aa,2026-09-04T03:14:26+02:00,Blinda la base neutra del calendario de Cultos,240,2,2,merged_exact_tip,588,https://github.com/nachosanchezperez-ux/base-cofrade/pull/588,candidate_for_authorized_cleanup,deleted
fix/directorios-imagenes-pasos-mobile,d3d5d3958b9646c984cbd74d8d4b28e5015c152e,2026-08-23T20:18:29+02:00,Protege el responsive de directorios relacionales,939,2,2,closed_unmerged_exact_tip,275,https://github.com/nachosanchezperez-ux/base-cofrade/pull/275,preserve_unique_work,preserved
fix/directorios-imagenes-pasos-mobile-final,e119ce1da63fa66bd171e600d4eadfe2aa919c21,2026-08-23T20:22:19+02:00,Protege el responsive de directorios relacionales,936,2,2,merged_exact_tip,277,https://github.com/nachosanchezperez-ux/base-cofrade/pull/277,candidate_for_authorized_cleanup,deleted
fix/final-qa-overflow-20260826,e7949f1dc92aa8918888bf8a7a3868768e0c0724,2026-08-27T00:14:52+02:00,Cierre QA: ajustar URLs largas en acciones,785,9,9,merged_exact_tip,371,https://github.com/nachosanchezperez-ux/base-cofrade/pull/371,candidate_for_authorized_cleanup,deleted
fix/fotos-salidas-ficha-publica,e4dec9a75f7d74ffc5c0c8f4c2b616aea1c1087a,2026-09-04T01:47:11+02:00,Blinda la paridad de imágenes entre Salidas y ficha pública,241,3,3,merged_exact_tip,587,https://github.com/nachosanchezperez-ux/base-cofrade/pull/587,candidate_for_authorized_cleanup,deleted
fix/glorias-bandas-visual-20260829,103ce068e3a0937207ca32ffecc2079a1917cbe6,2026-08-29T23:50:31+02:00,Bandas: protege la vista compacta de Glorias,639,5,5,merged_exact_tip,417,https://github.com/nachosanchezperez-ux/base-cofrade/pull/417,candidate_for_authorized_cleanup,deleted
fix/glorias-paleta-hilo-20260826,0eb886f4279c2200015854a046606801d8dd3f78,2026-08-26T00:35:27+02:00,Protege la paleta visual de Procesiones de Gloria,801,4,4,merged_exact_tip,357,https://github.com/nachosanchezperez-ux/base-cofrade/pull/357,candidate_for_authorized_cleanup,deleted
fix/glorias-textos-editoriales-20260826,ee5434f946a6d12ea7d0df8781ce41ca6090feb6,2026-08-26T10:29:41+02:00,Ajusta el histórico sin dar por celebradas fechas pasadas,797,8,8,merged_exact_tip,360,https://github.com/nachosanchezperez-ux/base-cofrade/pull/360,candidate_for_authorized_cleanup,deleted
fix/glorias-titulos-editoriales-20260828,4445ec0ecaf774de2acc966d918c641784aeea6c,2026-08-28T23:09:01+02:00,Glorias · protege títulos públicos sin redundancias,665,5,5,merged_exact_tip,405,https://github.com/nachosanchezperez-ux/base-cofrade/pull/405,candidate_for_authorized_cleanup,deleted
fix/glory-broken-image-assets-20260901,c3b75d1d200169509beb3834265770393e890ccd,2026-09-01T01:04:11+02:00,Glorias · repara fotografías WebP truncadas,430,1,1,no_pr,,,preserve_unique_work,preserved
fix/glory-directory-photos-20260831,88acfefa1b6bf1a5c3c840a7dccf118af425bb2c,2026-08-31T23:58:55+02:00,Procesiones de Gloria: incorpora fotos de Santa Marina y Guadalupe,436,4,4,merged_exact_tip,477,https://github.com/nachosanchezperez-ux/base-cofrade/pull/477,candidate_for_authorized_cleanup,deleted
fix/glory-local-hero-ios-20260829,74b3d8f9e9aae4b034a41f720d343dce172650b9,2026-08-29T23:59:04+02:00,Glorias: protege portadas locales en móvil,638,2,2,merged_exact_tip,418,https://github.com/nachosanchezperez-ux/base-cofrade/pull/418,candidate_for_authorized_cleanup,deleted
fix/glory-music-position-visibility-20260831,0a5a78ea8d9539c0bc7c159d43c984d3069980e5,2026-08-31T16:52:14+02:00,Test: protege posiciones musicales de Glorias,470,2,2,merged_exact_tip,459,https://github.com/nachosanchezperez-ux/base-cofrade/pull/459,candidate_for_authorized_cleanup,deleted
fix/gran-poder-relaciones-ficha,380f06a90c7317d760a86d50e35248382dbc98e5,2026-08-22T16:52:41+02:00,Muestra todas las imágenes que procesionan en cada paso,1101,2,2,no_pr,,,preserve_unique_work,preserved
fix/gran-poder-relaciones-ficha-v2,7ba3a95de71b13196c67fbc4f1b4c6bb09d26a63,2026-08-22T17:02:12+02:00,Cubre relaciones canónicas en la ficha de Hermandad,1093,5,5,merged_exact_tip,215,https://github.com/nachosanchezperez-ux/base-cofrade/pull/215,candidate_for_authorized_cleanup,deleted
fix/header-brand-presence,93b821c00788a015a8abcc3e92bb3eaab50356a4,2026-08-31T21:18:58+02:00,Blinda la presencia visual del logo de cabecera,450,4,4,merged_exact_tip,473,https://github.com/nachosanchezperez-ux/base-cofrade/pull/473,candidate_for_authorized_cleanup,deleted
fix/hermandad-media-gestion-local-20260831,3d1aedb215ee37a5f01d074c154600367c9a530d,2026-08-31T21:45:36+02:00,Evita truncar títulos multimedia en móvil,449,13,12,merged_pr_branch_moved,471,https://github.com/nachosanchezperez-ux/base-cofrade/pull/471,preserve_unique_work,preserved
fix/hermandades-musica-compacta,d89ff5054f306327e569431163e84701c6094acc,2026-08-22T01:37:13+02:00,Compacta el resumen de patrimonio musical,1257,5,5,closed_unmerged_exact_tip,138,https://github.com/nachosanchezperez-ux/base-cofrade/pull/138,preserve_unique_work,preserved
fix/hermandades-musica-compacta-main,d89ff5054f306327e569431163e84701c6094acc,2026-08-22T01:37:13+02:00,Compacta el resumen de patrimonio musical,1257,5,5,no_pr,,,preserve_unique_work,preserved
fix/hermandades-public-authority-20260823,652887819b90a912f453cd60e783b2366a45b621,2026-08-23T16:36:11+02:00,Blinda la frontera pública de Hermandades,975,5,4,merged_exact_tip,256,https://github.com/nachosanchezperez-ux/base-cofrade/pull/256,candidate_for_authorized_cleanup,deleted
fix/hermandades-sede-visita-balance-v2,b257a6757213859ba863ca8fccac151a02beba8e,2026-09-04T01:01:33+02:00,Evita forzar altura en tarjetas equilibradas,250,4,4,merged_exact_tip,583,https://github.com/nachosanchezperez-ux/base-cofrade/pull/583,candidate_for_authorized_cleanup,deleted
fix/home-cerro-image,4ad92482e2e61e3ab012e9f49bce3a01c6cb5281,2026-09-05T17:43:14+02:00,Retira tercer marcador accidental,140,10,9,closed_unmerged_exact_tip,634,https://github.com/nachosanchezperez-ux/base-cofrade/pull/634,preserve_unique_work,preserved
fix/home-featured-completeness-20260826,39f20c07353e95243711edd356dcb4dce24ef97d,2026-08-26T18:33:11+02:00,Home: evita destacar fichas sin relaciones,789,3,3,merged_exact_tip,367,https://github.com/nachosanchezperez-ux/base-cofrade/pull/367,candidate_for_authorized_cleanup,deleted
fix/home-hoy-desktop-balance-20260824,59bfc31f7ccd07306ba6b28af84e6207accfaad5,2026-08-24T12:45:30+02:00,Retira tercer archivo temporal accidental,859,8,8,merged_exact_tip,331,https://github.com/nachosanchezperez-ux/base-cofrade/pull/331,candidate_for_authorized_cleanup,deleted
fix/home-mobile-density-20260823,120e6eeef81f6aae998415b0bc183b2512991216,2026-08-23T22:36:04+02:00,Amplía la regresión de densidad móvil en Home,925,4,4,merged_exact_tip,285,https://github.com/nachosanchezperez-ux/base-cofrade/pull/285,candidate_for_authorized_cleanup,deleted
fix/home-mobile-modules-20260823,3ba106f54a6971597f2dbc05994d5fb89133a917,2026-08-23T22:18:34+02:00,Añade regresión del contrato móvil de Home,928,3,3,no_pr,,,preserve_unique_work,preserved
fix/home-mobile-modules-20260823-v2,c3c8246d09faf95c1adab7b255fb41065ba20e6a,2026-08-23T22:21:12+02:00,Añade regresión del contrato móvil de Home,927,3,3,merged_exact_tip,283,https://github.com/nachosanchezperez-ux/base-cofrade/pull/283,candidate_for_authorized_cleanup,deleted
fix/importer-conflict-target-preflight,700a3667b06ce7c3bff12ac3412a427a08e556ad,2026-09-07T21:14:43+02:00,Protege on_conflict contra columnas no únicas,43,2,2,merged_exact_tip,698,https://github.com/nachosanchezperez-ux/base-cofrade/pull/698,candidate_for_authorized_cleanup,deleted
fix/la-paz-contraste-fuentes,b6de587e9cb2d8a94bb3cf733e82ef68d13b8247,2026-09-04T16:32:55+02:00,Actualiza la regresión de Información práctica tras el Vía Crucis,217,5,5,merged_exact_tip,595,https://github.com/nachosanchezperez-ux/base-cofrade/pull/595,candidate_for_authorized_cleanup,deleted
fix/maestro-tejera-presentacion-glorias,7549fe9ce8e79f4e062da3ea4e56f9a87090d008,2026-08-21T10:42:49+02:00,Reconcila la corrección visual de Maestro Tejera,1318,2,2,merged_exact_tip,105,https://github.com/nachosanchezperez-ux/base-cofrade/pull/105,candidate_for_authorized_cleanup,deleted
fix/marca-mobile-header-footer,dca39bfd6797bfad76cd8a8e9e4f7e182a25a1b1,2026-08-31T21:08:12+02:00,Blinda la composición móvil de la marca,451,3,3,merged_exact_tip,472,https://github.com/nachosanchezperez-ux/base-cofrade/pull/472,candidate_for_authorized_cleanup,deleted
fix/mobile-hero-full-official-name,87103e6df74d17af78f7f516210e1c9e905d92fa,2026-09-04T22:52:22+02:00,Blinda el nombre oficial completo en móvil,199,2,2,merged_exact_tip,604,https://github.com/nachosanchezperez-ux/base-cofrade/pull/604,candidate_for_authorized_cleanup,deleted
fix/normaliza-rutas-habitos-20260824,30971cb8c12a1b4f70d7e19fcd1d9d1e236dc1af,2026-08-24T01:21:41+02:00,Elimina el archivo vacío accidental,914,9,9,merged_exact_tip,304,https://github.com/nachosanchezperez-ux/base-cofrade/pull/304,candidate_for_authorized_cleanup,deleted
fix/panel-escudos-listado,4c5dc6f6a1a5cf1f5d2ae0c369325be66c27ba3c,2026-09-07T08:24:12+02:00,Limpia la geometría común de marcas del Panel,59,8,8,merged_exact_tip,683,https://github.com/nachosanchezperez-ux/base-cofrade/pull/683,candidate_for_authorized_cleanup,deleted
fix/panel-mobile-legacy-media-20260824,169fc4be677e057ed8b869fc2087fc211072addc,2026-08-24T01:18:21+02:00,Protege la migración visible de imágenes patrimoniales antiguas,913,2,2,merged_exact_tip,303,https://github.com/nachosanchezperez-ux/base-cofrade/pull/303,candidate_for_authorized_cleanup,deleted
fix/panel-outing-step-participants,6a1a477f38ebe37b52348194a3dbeb1fecb0f2c6,2026-09-07T20:33:53+02:00,Protege el contrato de participantes de Salidas,48,3,3,merged_exact_tip,696,https://github.com/nachosanchezperez-ux/base-cofrade/pull/696,candidate_for_authorized_cleanup,deleted
fix/pastora-cantillana-webp-validos,75c644ee4917916621750d0f728575378c3f75fb,2026-08-21T17:36:22Z,Corrige WebP de la Divina Pastora de Cantillana,1286,7,7,merged_exact_tip,130,https://github.com/nachosanchezperez-ux/base-cofrade/pull/130,candidate_for_authorized_cleanup,deleted
fix/pastora-escudo-transparente,b43b5a87d9528e53f4d98ec267be6379e563392a,2026-08-21T12:01:21+02:00,fix: añade el escudo sin fondo de la Pastora,1314,2,2,merged_exact_tip,110,https://github.com/nachosanchezperez-ux/base-cofrade/pull/110,candidate_for_authorized_cleanup,deleted
fix/pastora-migration-version,5d1a439613d73b29f6c2acc1b62ed65f20c966f3,2026-08-21T10:33:03+02:00,Retira la versión desalineada de la migración,1321,2,2,merged_exact_tip,102,https://github.com/nachosanchezperez-ux/base-cofrade/pull/102,candidate_for_authorized_cleanup,deleted
fix/patrimonio-musical-orden-compacto,76e409a095d04c78f08764faa3bbdd2ffcec126c,2026-08-21T12:02:32+02:00,Ordena acompañamiento y patrimonio musical,1314,4,4,merged_exact_tip,111,https://github.com/nachosanchezperez-ux/base-cofrade/pull/111,candidate_for_authorized_cleanup,deleted
fix/piedad-photo-layer,ea05a721772776e4405128fcc352c92d2699ac8c,2026-08-21T01:44:44+02:00,Asegura la visibilidad de la foto de La Piedad,1326,1,1,no_pr,,,preserve_unique_work,preserved
fix/piedad-photo-relational,26b71d11c4e92227b2d345e48033378d5b9ca110,2026-08-21T01:47:17+02:00,Asegura la fotografía de La Piedad en el resumen,1324,2,2,merged_exact_tip,99,https://github.com/nachosanchezperez-ux/base-cofrade/pull/99,candidate_for_authorized_cleanup,deleted
fix/privacy-search-logs-20260827,fe48355e502505b252e45a44b3127cd592e9cba9,2026-08-27T02:38:52+02:00,Añade regresión de privacidad del autocompletado,764,2,2,merged_exact_tip,377,https://github.com/nachosanchezperez-ux/base-cofrade/pull/377,candidate_for_authorized_cleanup,deleted
fix/relation-sources-pagination,573882899a004a683c79cbcea4036fb61581b91a,2026-09-07T21:26:19+02:00,Protege la paginación de Fuentes relacionales,42,2,2,merged_exact_tip,699,https://github.com/nachosanchezperez-ux/base-cofrade/pull/699,candidate_for_authorized_cleanup,deleted
fix/salidas-negritos-sin-duplicados,7cf5734147cbae3b2936e00bf034ce797679bec5,2026-09-07T02:24:59+02:00,Publica la participación del Vía Crucis de Los Negritos,61,4,4,merged_exact_tip,681,https://github.com/nachosanchezperez-ux/base-cofrade/pull/681,candidate_for_authorized_cleanup,deleted
fix/sede-estacion-negritos-mobile,48a3457a37225888b13b79fe3bc4bab11ccade1f,2026-09-07T07:04:36+02:00,Corrige test/brotherhood-outing-series-deduplication.test.mjs,60,7,7,merged_exact_tip,682,https://github.com/nachosanchezperez-ux/base-cofrade/pull/682,candidate_for_authorized_cleanup,deleted
fix/seo-crew-description-20260831,f683d5d8b786c710af96d6c1c383024d2dc97fe0,2026-08-31T15:13:07+02:00,Normaliza la canonical de la raíz en el smoke SEO,477,3,3,merged_exact_tip,454,https://github.com/nachosanchezperez-ux/base-cofrade/pull/454,candidate_for_authorized_cleanup,deleted
fix/seo-directory-classification-20260824,a28b806e701b096092d2c090b7205f0235798bb7,2026-08-24T02:32:34+02:00,Protege la clasificación real de las rutas SEO,892,2,2,merged_exact_tip,319,https://github.com/nachosanchezperez-ux/base-cofrade/pull/319,candidate_for_authorized_cleanup,deleted
fix/seo-p0-events-smoke-20260831,ae4c9d00c128d20929ea93527d14a0ffd05199c5,2026-08-31T15:03:10+02:00,Alinea el test con el título SEO calculado,478,10,10,merged_exact_tip,453,https://github.com/nachosanchezperez-ux/base-cofrade/pull/453,candidate_for_authorized_cleanup,deleted
fix/tira-semantica-opt-in-sin-coste,020a08fca14c841c1892264d6065a2d1db6b2744,2026-08-22T15:31:03+02:00,Documenta el opt-in explícito de la capa semántica,1122,2,2,merged_exact_tip,204,https://github.com/nachosanchezperez-ux/base-cofrade/pull/204,candidate_for_authorized_cleanup,deleted
fix/tunica-identidad-hermandad,1f4c07484cc195c76a3becc35dffd570bc919fcc,2026-09-06T00:04:10+02:00,Fija el contrato visual identitario de Túnica,119,3,3,merged_exact_tip,644,https://github.com/nachosanchezperez-ux/base-cofrade/pull/644,candidate_for_authorized_cleanup,deleted
fix/tunica-mas-aire,5d89275aad3744f196a8bbbe30704f41997a2d70,2026-09-06T00:23:14+02:00,Protege la respiración visual de Túnica,109,3,3,merged_exact_tip,647,https://github.com/nachosanchezperez-ux/base-cofrade/pull/647,candidate_for_authorized_cleanup,deleted
fix/via-crucis-placement,7ce86a25b46d448791348814cab2a9c6c70650e5,2026-09-07T20:49:06+02:00,Actualiza la regresión del resumen tras mover el Vía Crucis,46,5,5,merged_exact_tip,697,https://github.com/nachosanchezperez-ux/base-cofrade/pull/697,candidate_for_authorized_cleanup,deleted
fix/via-crucis-public-dedup,6d6db07fd2df9111e7c948b35635a3eb439a8e4c,2026-09-06T01:05:23+02:00,test: cover Council Via Crucis dedupe,101,2,2,merged_exact_tip,650,https://github.com/nachosanchezperez-ux/base-cofrade/pull/650,candidate_for_authorized_cleanup,deleted
fix/video-traslado-risco-en-salida,b0c171418771ed3c092a9ff0c6da1b58fa60a2ce,2026-09-01T00:40:02+02:00,Protege la ubicación audiovisual del traslado,432,5,5,merged_exact_tip,481,https://github.com/nachosanchezperez-ux/base-cofrade/pull/481,candidate_for_authorized_cleanup,deleted
fix/wikimedia-direct-render-20260823,b9e790aedeea9cc67c81e6d01c3bead6a5d4b0a7,2026-08-23T22:29:04+02:00,Protege el render directo de fotografías Wikimedia,926,3,3,merged_exact_tip,284,https://github.com/nachosanchezperez-ux/base-cofrade/pull/284,candidate_for_authorized_cleanup,deleted
panel/front-parity-events-outings,8ee1a1c8e3f219690972a655d5105ccbf454b8b8,2026-08-22T11:44:59+02:00,feat(panel): expose outings and events from brotherhood context,1201,11,11,merged_exact_tip,172,https://github.com/nachosanchezperez-ux/base-cofrade/pull/172,candidate_for_authorized_cleanup,deleted
panel/front-parity-hermandades,a2fbef175e735a9c970a1a5be42a5eee78017d3b,2026-08-22T11:36:29+02:00,feat(panel): expose brotherhood parity tools,1202,8,8,merged_exact_tip,171,https://github.com/nachosanchezperez-ux/base-cofrade/pull/171,candidate_for_authorized_cleanup,deleted
panel/front-parity-marchas-home,c58bb574e3704e57236d2f6f15236d56812f8e0e,2026-08-22T11:55:50+02:00,feat(panel): add home editorial control center,1200,9,9,merged_exact_tip,173,https://github.com/nachosanchezperez-ux/base-cofrade/pull/173,candidate_for_authorized_cleanup,deleted
panel/front-parity-p0,074b650d3a2ad7f8746b2cfb033646667a13b807,2026-08-22T11:25:27+02:00,feat(panel): document image interventions with sources,1203,19,19,merged_exact_tip,170,https://github.com/nachosanchezperez-ux/base-cofrade/pull/170,candidate_for_authorized_cleanup,deleted
rebuild/home-2-2-fotografia-real,fef69b6f8424fdf2108174a67764d4bd525fc45c,2026-08-23T03:26:12+02:00,Retira marcador temporal de reconstrucción,998,8,8,merged_exact_tip,240,https://github.com/nachosanchezperez-ux/base-cofrade/pull/240,candidate_for_authorized_cleanup,deleted
revert/home-2-9-20260824,12f638b2e1071856f0abe3dbcf2e01906baed59f,2026-08-24T12:35:09+02:00,Retira la regresión de Home 2.9,869,4,4,no_pr,,,preserve_unique_work,preserved
revert/home-2-9-final-20260824,1a4deb7040edc3ae1c830733a3fe65f1dd16d711,2026-08-24T12:36:37+02:00,Retira la regresión del diseño rechazado de Home 2.9,865,4,4,merged_exact_tip,329,https://github.com/nachosanchezperez-ux/base-cofrade/pull/329,candidate_for_authorized_cleanup,deleted
